cohort,scope,lifecycle_stage,feature,feature_role,analysis_type,bin,horizon,N,instrument_count,feature_mean,feature_median,endpoint_mean,endpoint_median,mfe_mean,mfe_median,mae_mean,mae_median,small_sample_flag,threshold_policy
A2,ALL_VALID_STAGES,ALL,positive_breadth,RAW_EVIDENCE_VECTOR,QUANTILE_BIN,Q1,5,281,193,0.3487027117437722,0.357143,0.03142885365923185,0.0019305019305020377,0.11838377145790542,0.09090909090909083,-0.058434912244362626,-0.05188679245283023,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
A2,ALL_VALID_STAGES,ALL,positive_breadth,RAW_EVIDENCE_VECTOR,QUANTILE_BIN,Q2,5,241,166,0.611635062240664,0.615385,0.036200972263780794,0.0043290043290042934,0.13055414489460923,0.09625668449197855,-0.05751952167855628,-0.05063291139240511,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
A2,ALL_VALID_STAGES,ALL,positive_breadth,RAW_EVIDENCE_VECTOR,QUANTILE_BIN,Q3,5,275,190,0.7849245672727272,0.785714,0.028478218938103775,0.009728896642513973,0.11584165747600358,0.086153754077266,-0.05927594888429144,-0.05034012299461815,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
A2,ALL_VALID_STAGES,ALL,positive_breadth,RAW_EVIDENCE_VECTOR,QUANTILE_BIN,Q4,5,239,167,0.9621956861924685,1.0,0.05515093483835157,0.02911731269940221,0.13967800478397743,0.10347566708815614,-0.04161373119006823,-0.040574424435833145,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
A2,ALL_VALID_STAGES,ALL,positive_breadth,RAW_EVIDENCE_VECTOR,QUANTILE_BIN,ALL_SMALL_SAMPLE,5,0,0,,,,,,,,,True,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
A2,ALL_VALID_STAGES,ALL,positive_breadth,RAW_EVIDENCE_VECTOR,CONTINUOUS_MONOTONICITY,ORDERED_Q1_TO_Q4,5,1036,343,0.6671897075289575,0.692308,,,,,,,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
A2,ALL_VALID_STAGES,ALL,strong_breadth,RAW_EVIDENCE_VECTOR,QUANTILE_BIN,Q1,5,261,169,0.07931922988505746,0.083333,0.02051020259458972,0.0037260494368874797,0.10053174753942724,0.07568578870612497,-0.05455218641815095,-0.045440516761719285,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
A2,ALL_VALID_STAGES,ALL,strong_breadth,RAW_EVIDENCE_VECTOR,QUANTILE_BIN,Q2,5,290,191,0.2238322,0.222222,0.03531885487322079,0.004870129870129913,0.12554012928907052,0.09170305676855905,-0.06072041045869066,-0.05312499999999998,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
A2,ALL_VALID_STAGES,ALL,strong_breadth,RAW_EVIDENCE_VECTOR,QUANTILE_BIN,Q3,5,226,157,0.36691435398230093,0.36,0.04697488958790371,0.02142884475567286,0.1397349393072348,0.10458786003789233,-0.05034960188231495,-0.045038031319910576,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
A2,ALL_VALID_STAGES,ALL,strong_breadth,RAW_EVIDENCE_VECTOR,QUANTILE_BIN,Q4,5,259,166,0.6567774671814672,0.611111,0.047470713772950444,0.022408963585434094,0.13791172972217386,0.0965346534653464,-0.05152716611472412,-0.046666666666666634,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
A2,ALL_VALID_STAGES,ALL,strong_breadth,RAW_EVIDENCE_VECTOR,QUANTILE_BIN,ALL_SMALL_SAMPLE,5,0,0,,,,,,,,,True,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
A2,ALL_VALID_STAGES,ALL,strong_breadth,RAW_EVIDENCE_VECTOR,CONTINUOUS_MONOTONICITY,ORDERED_Q1_TO_Q4,5,1036,343,0.326874194015444,0.285714,,,,,,,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
A2,ALL_VALID_STAGES,ALL,weak_ratio,RAW_EVIDENCE_VECTOR,QUANTILE_BIN,Q1,5,614,297,0.0,0.0,0.04556858219599988,0.021212121212121238,0.128246899997386,0.09478672985782,-0.047744082614706154,-0.04218362282878396,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
A2,ALL_VALID_STAGES,ALL,weak_ratio,RAW_EVIDENCE_VECTOR,QUANTILE_BIN,Q2,5,0,0,,,,,,,,,True,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
A2,ALL_VALID_STAGES,ALL,weak_ratio,RAW_EVIDENCE_VECTOR,QUANTILE_BIN,Q3,5,163,101,0.05042134969325154,0.05,0.039013274120655035,0.005095381526104448,0.132182458968671,0.09877596503752206,-0.053416409534058115,-0.04742063492063492,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
A2,ALL_VALID_STAGES,ALL,weak_ratio,RAW_EVIDENCE_VECTOR,QUANTILE_BIN,Q4,5,259,167,0.19907476061776064,0.142857,0.015750070200005874,-0.01446654611211573,0.11440422733127123,0.08797653958944274,-0.0719938827979783,-0.06772908366533881,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
A2,ALL_VALID_STAGES,ALL,weak_ratio,RAW_EVIDENCE_VECTOR,QUANTILE_BIN,ALL_SMALL_SAMPLE,5,0,0,,,,,,,,,True,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
A2,ALL_VALID_STAGES,ALL,weak_ratio,RAW_EVIDENCE_VECTOR,CONTINUOUS_MONOTONICITY,ORDERED_Q1_TO_Q4,5,1036,343,0.05770177895752896,0.0,,,,,,,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
A2,ALL_VALID_STAGES,ALL,average_change_pct,RAW_EVIDENCE_VECTOR,QUANTILE_BIN,Q1,5,259,172,-0.47945366795366795,-0.0969,0.02468669918985873,-0.0016103059581320522,0.11049665899199493,0.08391608391608396,-0.060537383368951425,-0.05284552845528456,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
A2,ALL_VALID_STAGES,ALL,average_change_pct,RAW_EVIDENCE_VECTOR,QUANTILE_BIN,Q2,5,259,173,1.570450193050193,1.6028,0.031694416274429225,0.00766703176341732,0.11897312644978297,0.08571428571428563,-0.055426472362523946,-0.0431034482758621,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
A2,ALL_VALID_STAGES,ALL,average_change_pct,RAW_EVIDENCE_VECTOR,QUANTILE_BIN,Q3,5,262,186,3.053314503816794,2.9875499999999997,0.04965327119248661,0.021575198994553846,0.14051804308428614,0.11088585017835917,-0.04816245947934778,-0.0437005306115254,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
A2,ALL_VALID_STAGES,ALL,average_change_pct,RAW_EVIDENCE_VECTOR,QUANTILE_BIN,Q4,5,256,168,5.8723171875,5.5013,0.04279107276064218,0.022064509912801733,0.13195183021126075,0.09384109866037582,-0.05431277070224487,-0.050109844125954595,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
A2,ALL_VALID_STAGES,ALL,average_change_pct,RAW_EVIDENCE_VECTOR,QUANTILE_BIN,ALL_SMALL_SAMPLE,5,0,0,,,,,,,,,True,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
A2,ALL_VALID_STAGES,ALL,average_change_pct,RAW_EVIDENCE_VECTOR,CONTINUOUS_MONOTONICITY,ORDERED_Q1_TO_Q4,5,1036,343,2.495993918918919,2.29505,,,,,,,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
A2,ALL_VALID_STAGES,ALL,leader_change_pct,SECONDARY_PROXY,QUANTILE_BIN,Q1,5,260,162,6.147094784615385,6.241978,0.028420924150128698,0.003252032520325132,0.09903628122477921,0.06542056074766345,-0.053150753040658916,-0.04485049833887045,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
A2,ALL_VALID_STAGES,ALL,leader_change_pct,SECONDARY_PROXY,QUANTILE_BIN,Q2,5,266,186,9.896157789473685,9.907325499999999,0.04006667279965643,0.01781170483460559,0.13384646935438405,0.102981029810298,-0.050913983539038,-0.04533333333333345,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
A2,ALL_VALID_STAGES,ALL,leader_change_pct,SECONDARY_PROXY,QUANTILE_BIN,Q3,5,252,185,9.963429404761904,9.963768,0.04815506222233713,0.01925254813137034,0.1392293899810156,0.10067114093959728,-0.05842715015095132,-0.053824362606232246,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
A2,ALL_VALID_STAGES,ALL,leader_change_pct,SECONDARY_PROXY,QUANTILE_BIN,Q4,5,258,187,10.176590337209303,10.0,0.03259675179395924,0.015037593984962294,0.13002551019686073,0.09726027397260273,-0.056173088532770976,-0.04900459418070435,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
A2,ALL_VALID_STAGES,ALL,leader_change_pct,SECONDARY_PROXY,QUANTILE_BIN,ALL_SMALL_SAMPLE,5,0,0,,,,,,,,,True,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
A2,ALL_VALID_STAGES,ALL,leader_change_pct,SECONDARY_PROXY,CONTINUOUS_MONOTONICITY,ORDERED_Q1_TO_Q4,5,1036,343,9.041474066602317,9.937888,,,,,,,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
LEGACY5,ALL_VALID_STAGES,ALL,positive_breadth,RAW_EVIDENCE_VECTOR,QUANTILE_BIN,Q1,5,123,97,0.37058986178861786,0.384615,0.018233190820855956,0.0056657223796034,0.11461333772751235,0.09358288770053476,-0.07082138193107876,-0.05454545454545454,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
LEGACY5,ALL_VALID_STAGES,ALL,positive_breadth,RAW_EVIDENCE_VECTOR,QUANTILE_BIN,Q2,5,126,100,0.6384176507936508,0.6583335,0.031915316274894585,0.008140493596438191,0.11819517357929803,0.07739434268349854,-0.05730285216659609,-0.04790877295249198,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
LEGACY5,ALL_VALID_STAGES,ALL,positive_breadth,RAW_EVIDENCE_VECTOR,QUANTILE_BIN,Q3,5,107,88,0.8316002242990654,0.846154,0.059938797485518384,0.02102496714848883,0.14115217651099052,0.09967320261437909,-0.05244474456462586,-0.03867403314917127,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
LEGACY5,ALL_VALID_STAGES,ALL,positive_breadth,RAW_EVIDENCE_VECTOR,QUANTILE_BIN,Q4,5,118,93,0.984409813559322,1.0,0.03642104245785853,0.009055627425614488,0.12971858791113902,0.0967741935483871,-0.055356949971733634,-0.04509283819628647,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
LEGACY5,ALL_VALID_STAGES,ALL,positive_breadth,RAW_EVIDENCE_VECTOR,QUANTILE_BIN,ALL_SMALL_SAMPLE,5,0,0,,,,,,,,,True,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
LEGACY5,ALL_VALID_STAGES,ALL,positive_breadth,RAW_EVIDENCE_VECTOR,CONTINUOUS_MONOTONICITY,ORDERED_Q1_TO_Q4,5,474,234,0.6986598291139241,0.714286,,,,,,,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
LEGACY5,ALL_VALID_STAGES,ALL,strong_breadth,RAW_EVIDENCE_VECTOR,QUANTILE_BIN,Q1,5,122,90,0.09854132786885246,0.111111,0.02194640295874872,0.003875968992248062,0.10337115582221142,0.07598784194528875,-0.06541300251657328,-0.051698670605613,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
LEGACY5,ALL_VALID_STAGES,ALL,strong_breadth,RAW_EVIDENCE_VECTOR,QUANTILE_BIN,Q2,5,120,97,0.23565528333333333,0.25,0.02602111745777965,0.006697593937857068,0.11173667548060957,0.07934565434565435,-0.060737971913959465,-0.04733893557422969,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
LEGACY5,ALL_VALID_STAGES,ALL,strong_breadth,RAW_EVIDENCE_VECTOR,QUANTILE_BIN,Q3,5,127,98,0.4022489606299212,0.4,0.04918915757921162,0.019428571428571427,0.1370558769570602,0.09888374282836246,-0.054529501583365954,-0.0385802148482141,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
LEGACY5,ALL_VALID_STAGES,ALL,strong_breadth,RAW_EVIDENCE_VECTOR,QUANTILE_BIN,Q4,5,105,75,0.7361939142857142,0.666667,0.04678814994978553,0.016352866904337494,0.15167785224690497,0.10612224787431725,-0.05585980734562003,-0.048783712321523,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
LEGACY5,ALL_VALID_STAGES,ALL,strong_breadth,RAW_EVIDENCE_VECTOR,QUANTILE_BIN,ALL_SMALL_SAMPLE,5,0,0,,,,,,,,,True,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
LEGACY5,ALL_VALID_STAGES,ALL,strong_breadth,RAW_EVIDENCE_VECTOR,CONTINUOUS_MONOTONICITY,ORDERED_Q1_TO_Q4,5,474,234,0.35587901898734176,0.3,,,,,,,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
LEGACY5,ALL_VALID_STAGES,ALL,weak_ratio,RAW_EVIDENCE_VECTOR,QUANTILE_BIN,Q1,5,302,175,0.0,0.0,0.04184738262124172,0.012924071082390954,0.12536943183023674,0.09494949494949495,-0.05345183035494284,-0.040498442367601244,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
LEGACY5,ALL_VALID_STAGES,ALL,weak_ratio,RAW_EVIDENCE_VECTOR,QUANTILE_BIN,Q2,5,0,0,,,,,,,,,True,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
LEGACY5,ALL_VALID_STAGES,ALL,weak_ratio,RAW_EVIDENCE_VECTOR,QUANTILE_BIN,Q3,5,60,49,0.052979616666666667,0.05,0.04460067629993212,0.019782951538317606,0.12397109034061478,0.08435537190082645,-0.06250533379488711,-0.055405985549111914,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
LEGACY5,ALL_VALID_STAGES,ALL,weak_ratio,RAW_EVIDENCE_VECTOR,QUANTILE_BIN,Q4,5,112,92,0.1913066607142857,0.142857,0.01497007847927381,-0.013603988603988603,0.12594408202569407,0.09544819082176825,-0.07294507738669699,-0.05473268150613688,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
LEGACY5,ALL_VALID_STAGES,ALL,weak_ratio,RAW_EVIDENCE_VECTOR,QUANTILE_BIN,ALL_SMALL_SAMPLE,5,0,0,,,,,,,,,True,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
LEGACY5,ALL_VALID_STAGES,ALL,weak_ratio,RAW_EVIDENCE_VECTOR,CONTINUOUS_MONOTONICITY,ORDERED_Q1_TO_Q4,5,474,234,0.05190954219409283,0.0,,,,,,,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
LEGACY5,ALL_VALID_STAGES,ALL,average_change_pct,RAW_EVIDENCE_VECTOR,QUANTILE_BIN,Q1,5,119,96,-0.32009747899159663,0.0834,0.017378529679005064,0.003875968992248062,0.11049020211362995,0.08481262327416174,-0.07006078600092733,-0.056140350877192984,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
LEGACY5,ALL_VALID_STAGES,ALL,average_change_pct,RAW_EVIDENCE_VECTOR,QUANTILE_BIN,Q2,5,118,95,1.7985762711864406,1.8159999999999998,0.02072260347275211,-0.0018281535648994515,0.10745854249713283,0.07698188104421547,-0.058241852027295204,-0.046261948922813524,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
LEGACY5,ALL_VALID_STAGES,ALL,average_change_pct,RAW_EVIDENCE_VECTOR,QUANTILE_BIN,Q3,5,118,97,3.3684618644067794,3.35145,0.05997444504138105,0.04374493562618169,0.1379385816666986,0.1003386861437709,-0.05083893557919085,-0.0340695333714895,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
LEGACY5,ALL_VALID_STAGES,ALL,average_change_pct,RAW_EVIDENCE_VECTOR,QUANTILE_BIN,Q4,5,119,88,6.254652100840336,5.6991,0.0453539801846137,0.01608080808080808,0.1452221383857936,0.10213270142180095,-0.05746510020599281,-0.048783712321523,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
LEGACY5,ALL_VALID_STAGES,ALL,average_change_pct,RAW_EVIDENCE_VECTOR,QUANTILE_BIN,ALL_SMALL_SAMPLE,5,0,0,,,,,,,,,True,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
LEGACY5,ALL_VALID_STAGES,ALL,average_change_pct,RAW_EVIDENCE_VECTOR,CONTINUOUS_MONOTONICITY,ORDERED_Q1_TO_Q4,5,474,234,2.776207805907173,2.4785,,,,,,,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
LEGACY5,ALL_VALID_STAGES,ALL,leader_change_pct,SECONDARY_PROXY,QUANTILE_BIN,Q1,5,119,87,6.08945412605042,6.507304,0.013456117205890008,0.0,0.08670731337836167,0.06564953389495909,-0.059603977700432076,-0.04687571526665141,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
LEGACY5,ALL_VALID_STAGES,ALL,leader_change_pct,SECONDARY_PROXY,QUANTILE_BIN,Q2,5,118,95,9.864934398305085,9.885932,0.044087139182861765,0.024,0.13477857521693035,0.09942196531791908,-0.05729365655131832,-0.0425531914893617,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
LEGACY5,ALL_VALID_STAGES,ALL,leader_change_pct,SECONDARY_PROXY,QUANTILE_BIN,Q3,5,118,97,9.960962152542374,9.962163,0.04714679121042791,0.013590033975084938,0.14072640581769003,0.11688311688311688,-0.05460384152110056,-0.04343220338983051,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
LEGACY5,ALL_VALID_STAGES,ALL,leader_change_pct,SECONDARY_PROXY,QUANTILE_BIN,Q4,5,119,98,10.384082403361344,10.0,0.03921169274238758,0.0037593984962406013,0.13962266035457788,0.0995405819295559,-0.06495700421671323,-0.052980132450331126,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
LEGACY5,ALL_VALID_STAGES,ALL,leader_change_pct,SECONDARY_PROXY,QUANTILE_BIN,ALL_SMALL_SAMPLE,5,0,0,,,,,,,,,True,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
LEGACY5,ALL_VALID_STAGES,ALL,leader_change_pct,SECONDARY_PROXY,CONTINUOUS_MONOTONICITY,ORDERED_Q1_TO_Q4,5,474,234,9.071322025316455,9.9353445,,,,,,,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
BOTH,ALL_VALID_STAGES,ALL,positive_breadth,RAW_EVIDENCE_VECTOR,QUANTILE_BIN,Q1,5,54,24,0.3478784814814815,0.36,0.028643085610916035,0.01968503937007874,0.12098465646867769,0.12797281993204979,-0.06374428817426818,-0.05491990846681938,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
BOTH,ALL_VALID_STAGES,ALL,positive_breadth,RAW_EVIDENCE_VECTOR,QUANTILE_BIN,Q2,5,46,21,0.6385369565217391,0.642857,-0.0008001825103274436,0.006301472211373555,0.09636974815851586,0.08497471302295184,-0.0637120443998044,-0.04409405680224404,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
BOTH,ALL_VALID_STAGES,ALL,positive_breadth,RAW_EVIDENCE_VECTOR,QUANTILE_BIN,Q3,5,42,20,0.8549125714285715,0.857143,0.08590531620221112,0.04878048780487805,0.15393132082394786,0.11128775834658187,-0.038029815166341394,-0.030303030303030304,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
BOTH,ALL_VALID_STAGES,ALL,positive_breadth,RAW_EVIDENCE_VECTOR,QUANTILE_BIN,Q4,5,46,21,0.9947250434782609,1.0,0.05725699216582467,0.012461059190031154,0.13907089036981826,0.08578431372549015,-0.04407229770109492,-0.04049844236760125,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
BOTH,ALL_VALID_STAGES,ALL,positive_breadth,RAW_EVIDENCE_VECTOR,QUANTILE_BIN,ALL_SMALL_SAMPLE,5,0,0,,,,,,,,,True,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
BOTH,ALL_VALID_STAGES,ALL,positive_breadth,RAW_EVIDENCE_VECTOR,CONTINUOUS_MONOTONICITY,ORDERED_Q1_TO_Q4,5,188,78,0.690541585106383,0.714286,,,,,,,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
BOTH,ALL_VALID_STAGES,ALL,strong_breadth,RAW_EVIDENCE_VECTOR,QUANTILE_BIN,Q1,5,50,25,0.13309036000000002,0.142857,0.017620121051005876,0.00905562742561461,0.10245142738199373,0.09999999999999987,-0.06957259018767743,-0.05847953216374269,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
BOTH,ALL_VALID_STAGES,ALL,strong_breadth,RAW_EVIDENCE_VECTOR,QUANTILE_BIN,Q2,5,46,23,0.27195765217391304,0.25,0.040315419445888324,0.015642458100558705,0.1209568474322055,0.09448818897637798,-0.041734216633558384,-0.03867403314917122,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
BOTH,ALL_VALID_STAGES,ALL,strong_breadth,RAW_EVIDENCE_VECTOR,QUANTILE_BIN,Q3,5,48,23,0.4525004166666667,0.444444,0.05280460737054941,0.02918307668903497,0.14426024361307144,0.13236247834209328,-0.051624658134653105,-0.03188791682515531,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
BOTH,ALL_VALID_STAGES,ALL,strong_breadth,RAW_EVIDENCE_VECTOR,QUANTILE_BIN,Q4,5,44,21,0.7338505909090909,0.708995,0.05798521857208929,0.04152823920265781,0.14299153444068416,0.09270516717325228,-0.04821013631614287,-0.03051181102362205,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
BOTH,ALL_VALID_STAGES,ALL,strong_breadth,RAW_EVIDENCE_VECTOR,QUANTILE_BIN,ALL_SMALL_SAMPLE,5,0,0,,,,,,,,,True,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
BOTH,ALL_VALID_STAGES,ALL,strong_breadth,RAW_EVIDENCE_VECTOR,CONTINUOUS_MONOTONICITY,ORDERED_Q1_TO_Q4,5,188,78,0.3892234893617021,0.333333,,,,,,,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
BOTH,ALL_VALID_STAGES,ALL,weak_ratio,RAW_EVIDENCE_VECTOR,QUANTILE_BIN,Q1,5,118,54,0.0,0.0,0.056703271994492814,0.04384133611691023,0.12796303325399117,0.0995575221238938,-0.04110510666857589,-0.035063113604488105,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
BOTH,ALL_VALID_STAGES,ALL,weak_ratio,RAW_EVIDENCE_VECTOR,QUANTILE_BIN,Q2,5,0,0,,,,,,,,,True,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
BOTH,ALL_VALID_STAGES,ALL,weak_ratio,RAW_EVIDENCE_VECTOR,QUANTILE_BIN,Q3,5,24,12,0.059840166666666667,0.05625,0.0638716163558115,-0.020202020202020204,0.1580621195563788,0.11198945981554687,-0.05806507650053263,-0.07607607607607603,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
BOTH,ALL_VALID_STAGES,ALL,weak_ratio,RAW_EVIDENCE_VECTOR,QUANTILE_BIN,Q4,5,46,20,0.25705426086956523,0.2,-0.010582325659983037,-0.010563684487484628,0.10753594245142693,0.09942417577559434,-0.08221810729766596,-0.08199946546296848,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
BOTH,ALL_VALID_STAGES,ALL,weak_ratio,RAW_EVIDENCE_VECTOR,QUANTILE_BIN,ALL_SMALL_SAMPLE,5,0,0,,,,,,,,,True,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
BOTH,ALL_VALID_STAGES,ALL,weak_ratio,RAW_EVIDENCE_VECTOR,CONTINUOUS_MONOTONICITY,ORDERED_Q1_TO_Q4,5,188,78,0.07053542553191489,0.0,,,,,,,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
BOTH,ALL_VALID_STAGES,ALL,average_change_pct,RAW_EVIDENCE_VECTOR,QUANTILE_BIN,Q1,5,48,22,-0.45652916666666665,-0.1389,0.020108030486970227,0.022944550669216062,0.10956980044520916,0.09955752212389381,-0.06924862987412901,-0.07550335570469799,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
BOTH,ALL_VALID_STAGES,ALL,average_change_pct,RAW_EVIDENCE_VECTOR,QUANTILE_BIN,Q2,5,46,21,1.9893391304347827,1.9411,-0.003263280616664556,0.003683241252302026,0.08594302651646629,0.0772442588726514,-0.05967165399121681,-0.04409448818897632,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
BOTH,ALL_VALID_STAGES,ALL,average_change_pct,RAW_EVIDENCE_VECTOR,QUANTILE_BIN,Q3,5,48,22,3.989345833333333,4.3603000000000005,0.10089976926085575,0.07834757834757834,0.18225803992493414,0.16852540272614622,-0.03657912206095622,-0.024216524216524215,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
BOTH,ALL_VALID_STAGES,ALL,average_change_pct,RAW_EVIDENCE_VECTOR,QUANTILE_BIN,Q4,5,46,22,6.610721739130435,6.0001,0.046134468979375995,0.016544117647058824,0.12789335700536658,0.08720112517580869,-0.04700120876609344,-0.05343511450381679,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
BOTH,ALL_VALID_STAGES,ALL,average_change_pct,RAW_EVIDENCE_VECTOR,QUANTILE_BIN,ALL_SMALL_SAMPLE,5,0,0,,,,,,,,,True,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
BOTH,ALL_VALID_STAGES,ALL,average_change_pct,RAW_EVIDENCE_VECTOR,CONTINUOUS_MONOTONICITY,ORDERED_Q1_TO_Q4,5,188,78,3.0062659574468085,2.86815,,,,,,,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
