cohort,event_semantics,observation_window,horizon,risk_role,anti_leakage_status,N,outcome_n,matured_n,instrument_count,topic_count,date_count,event_count,pair_count,endpoint_mean,endpoint_median,endpoint_trimmed5_mean,positive_endpoint_rate,mfe_mean,mfe_median,mae_mean,mae_median,mae_le_minus5_rate,mfe_ge_5_rate,barrier_5_up_first_rate,barrier_5_down_first_rate,barrier_5_same_session_unknown_rate,barrier_10_up_first_rate,barrier_10_down_first_rate,barrier_10_same_session_unknown_rate,baseline_mae_mean,baseline_mae_median,delta_mae_mean,delta_mae_median,barrier_semantics,adjustment_state
ALL_TECHNICAL,CONFIRMED_TRANSITION,D-2,10,PRETRANSITION,PASS_D0_SEPARATED,6,5,5,6,5,4,5,0,0.16000673055368148,0.05048543689320395,0.16000673055368148,0.8,0.27168848275488267,0.19199999999999995,-0.06930613078706013,-0.03200000000000003,0.4,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.07842067260271056,-0.06439024390243908,0.009114541815650426,0.03239024390243905,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
ALL_TECHNICAL,CONFIRMED_TRANSITION,D-1,5,PRETRANSITION,PASS_D0_SEPARATED,13,13,13,13,8,7,8,0,0.09467394652285445,0.07974683544303796,0.09467394652285445,0.6923076923076923,0.17984598209267533,0.13497822931785186,-0.012197349937198456,0.002902757619738683,0.15384615384615385,0.8461538461538461,0.875,0.0,0.0,0.75,0.0,0.0,-0.05563802675648964,-0.04740357901617914,0.04344067681929119,0.050306336635917825,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
ALL_TECHNICAL,CONFIRMED_TRANSITION,D-1,10,PRETRANSITION,PASS_D0_SEPARATED,13,13,13,13,8,7,8,0,0.17627612364456918,0.15384615384615374,0.17627612364456918,0.9230769230769231,0.29174445402875343,0.2104499274310596,-0.023842872087859904,0.0015748031496062992,0.23076923076923078,1.0,1.0,0.0,0.0,0.75,0.125,0.0,-0.07842067260271056,-0.06439024390243908,0.05457780051485066,0.06596504705204538,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
ALL_TECHNICAL,CONFIRMED_TRANSITION,D0,5,D0_CONTEMPORANEOUS,D0_SEPARATE_NOT_PREDICTIVE,42,42,42,37,20,14,20,0,0.006604028157100846,-0.002652519893899204,0.00045401112811988453,0.47619047619047616,0.0840782415995646,0.06880448985712151,-0.055047043724833156,-0.05652223443985466,0.5476190476190477,0.6904761904761905,0.5185185185185185,0.25925925925925924,0.07407407407407407,0.18518518518518517,0.5185185185185185,0.0,-0.05563802675648964,-0.04740357901617914,0.0005909830316564862,-0.009118655423675515,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
ALL_TECHNICAL,CONFIRMED_TRANSITION,D0,10,D0_CONTEMPORANEOUS,D0_SEPARATE_NOT_PREDICTIVE,42,42,42,37,20,14,20,0,0.04524712788551083,-0.00466309405117965,0.032731638357562966,0.47619047619047616,0.14810269624290542,0.09962264038729168,-0.06761199717857248,-0.0726817042606516,0.6190476190476191,0.7380952380952381,0.5185185185185185,0.2962962962962963,0.07407407407407407,0.25925925925925924,0.5925925925925926,0.0,-0.07842067260271056,-0.06439024390243908,0.010808675424138076,-0.008291460358212516,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
ALL_TECHNICAL,REFERENCE,ESTABLISHED_MAIN_RISE,5,REFERENCE,REFERENCE_ONLY,485,451,451,221,53,99,0,0,0.047847364065238956,0.028795811518324665,0.04199418273000137,0.5764966740576497,0.14175280011798042,0.10657193605683846,-0.05634801645850292,-0.048355899419729176,0.4789356984478936,0.7472283813747228,0.5872093023255814,0.3168604651162791,0.05232558139534884,0.4069767441860465,0.4738372093023256,0.0,-0.05563802675648964,-0.04740357901617914,,,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
ALL_TECHNICAL,REFERENCE,ESTABLISHED_MAIN_RISE,10,REFERENCE,REFERENCE_ONLY,485,443,443,221,53,99,0,0,0.0733355527130967,0.036423841059602724,0.06402350090425309,0.5936794582392777,0.21087762372086818,0.16533333333333333,-0.08499252550026384,-0.0744336569579288,0.6027088036117382,0.8194130925507901,0.6005917159763313,0.34023668639053256,0.05325443786982249,0.4437869822485207,0.5325443786982249,0.0,-0.07842067260271056,-0.06439024390243908,,,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
ALL_TECHNICAL,REFERENCE,NON_MAIN_RISE_BASELINE,5,REFERENCE,REFERENCE_ONLY,891,859,859,300,67,115,0,0,0.029903546787854826,0.004166666666666652,0.02054833422667618,0.5145518044237486,0.11656971548352488,0.0835509138381201,-0.05719470494357562,-0.0492307692307693,0.4959254947613504,0.6623981373690337,0.534453781512605,0.32100840336134456,0.05042016806722689,0.34789915966386553,0.47394957983193275,0.0,-0.05563802675648964,-0.04740357901617914,,,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
ALL_TECHNICAL,REFERENCE,NON_MAIN_RISE_BASELINE,10,REFERENCE,REFERENCE_ONLY,891,854,854,300,67,115,0,0,0.05016319439532616,0.016548630499662955,0.03863706554722994,0.5538641686182669,0.17037004743880071,0.12280701754385961,-0.07875385302744672,-0.06331127009982213,0.585480093676815,0.7775175644028103,0.5617597292724196,0.34686971235194586,0.05245346869712352,0.4027072758037225,0.5109983079526227,0.0,-0.07842067260271056,-0.06439024390243908,,,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
A2,CANDIDATE_ONSET,D-3,5,PRETRANSITION,PASS_D0_SEPARATED,4,4,4,4,4,4,4,0,0.07475106081627259,0.10298402048203403,0.07475106081627259,0.75,0.1407906430254891,0.14686663822856483,-0.01733556730073979,-0.015507195197316137,0.25,1.0,0.75,0.25,0.0,0.75,0.25,0.0,-0.05396445877842388,-0.04682795381514254,0.03662889147768409,0.031320758617826405,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
A2,CANDIDATE_ONSET,D-3,10,PRETRANSITION,PASS_D0_SEPARATED,4,4,4,4,4,4,4,0,0.1821884064084614,0.1829287963745294,0.1821884064084614,1.0,0.24688249604128815,0.23399262616176353,-0.01733556730073979,-0.015507195197316137,0.25,1.0,0.75,0.25,0.0,0.75,0.25,0.0,-0.07510529808212586,-0.06406997084548094,0.05776973078138607,0.0485627756481648,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
A2,CANDIDATE_ONSET,D-2,5,PRETRANSITION,PASS_D0_SEPARATED,6,6,6,6,5,4,5,0,0.08871949172471033,0.11142016806722688,0.08871949172471033,0.6666666666666666,0.1732728846999616,0.199641456582633,-0.020454166589274698,-0.026242085661080106,0.16666666666666666,0.8333333333333334,0.8333333333333334,0.16666666666666666,0.0,0.6666666666666666,0.16666666666666666,0.0,-0.05396445877842388,-0.04682795381514254,0.03351029218914918,0.020585868154062437,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
A2,CANDIDATE_ONSET,D-2,10,PRETRANSITION,PASS_D0_SEPARATED,6,6,6,6,5,4,5,0,0.04854062532482526,0.07027932960893857,0.04854062532482526,0.6666666666666666,0.18401051308464877,0.20773184357541896,-0.034138807112150484,-0.026242085661080106,0.3333333333333333,0.8333333333333334,0.8333333333333334,0.16666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.0,-0.07510529808212586,-0.06406997084548094,0.04096649096997538,0.037827885184400833,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
A2,CANDIDATE_ONSET,D-1,5,PRETRANSITION,PASS_D0_SEPARATED,6,6,6,6,6,5,6,0,0.052722258832327194,0.008883803001450086,0.052722258832327194,0.6666666666666666,0.10142067414715661,0.07709298011789123,-0.012546684493974317,-0.028155879850795096,0.16666666666666666,0.8333333333333334,0.8333333333333334,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,-0.05396445877842388,-0.04682795381514254,0.041417774284449566,0.018672073964347446,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
A2,CANDIDATE_ONSET,D-1,10,PRETRANSITION,PASS_D0_SEPARATED,6,6,6,6,6,5,6,0,0.05397524680150114,0.026541264192509795,0.05397524680150114,0.6666666666666666,0.1591339871994527,0.09995044171514755,-0.017448645278288027,-0.028155879850795096,0.3333333333333333,1.0,0.8333333333333334,0.16666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,-0.07510529808212586,-0.06406997084548094,0.05765665280383783,0.03591409099468584,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
A2,CANDIDATE_ONSET,D0,5,D0_CONTEMPORANEOUS,D0_SEPARATE_NOT_PREDICTIVE,30,30,30,30,19,10,19,0,0.0037480620267267097,0.0018382352941176405,0.002401390117114147,0.5,0.0647990284874153,0.03590329447145901,-0.047622613419670876,-0.04977497006482512,0.5,0.4666666666666667,0.4,0.36666666666666664,0.0,0.1,0.5,0.0,-0.05396445877842388,-0.04682795381514254,0.006341845358753005,-0.002947016249682577,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
A2,CANDIDATE_ONSET,D0,10,D0_CONTEMPORANEOUS,D0_SEPARATE_NOT_PREDICTIVE,30,30,30,30,19,10,19,0,0.013105886686413744,-0.017950909177230134,-0.00874871488537681,0.36666666666666664,0.1035193208162395,0.05077952504783867,-0.07219510051169857,-0.06903315982263347,0.6666666666666666,0.5,0.4,0.5,0.0,0.16666666666666666,0.6666666666666666,0.0,-0.07510529808212586,-0.06406997084548094,0.002910197570427292,-0.004963188977152533,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
A2,CONFIRMED_TRANSITION,D-3,5,PRETRANSITION,PASS_D0_SEPARATED,10,10,10,10,10,8,10,0,0.09769105321674038,0.10683951098610367,0.09769105321674038,0.7,0.15145284822239816,0.12447436575788795,-0.049969474424009855,-0.039288398078870856,0.4,0.6,0.5,0.4,0.0,0.5,0.4,0.0,-0.05396445877842388,-0.04682795381514254,0.003994984354414026,0.007539555736271686,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
A2,CONFIRMED_TRANSITION,D-3,10,PRETRANSITION,PASS_D0_SEPARATED,10,10,10,10,10,8,10,0,0.10974684719396237,-0.0021563694579671555,0.10974684719396237,0.5,0.24665206691491334,0.16992027967458423,-0.07549254996593806,-0.07047872340425532,0.6,0.6,0.5,0.5,0.0,0.5,0.5,0.0,-0.07510529808212586,-0.06406997084548094,-0.0003872518838121952,-0.006408752558774378,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
A2,CONFIRMED_TRANSITION,D-2,5,PRETRANSITION,PASS_D0_SEPARATED,4,3,3,4,3,3,3,0,0.1353973944071032,0.12200000000000011,0.1353973944071032,1.0,0.19811335158907975,0.19199999999999995,-0.012168616712306032,-0.002564102564102555,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.05396445877842388,-0.04682795381514254,0.04179584206611785,0.04426385125103999,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
A2,CONFIRMED_TRANSITION,D-2,10,PRETRANSITION,PASS_D0_SEPARATED,4,3,3,4,3,3,3,0,0.24640112853705087,0.05048543689320395,0.24640112853705087,1.0,0.33913899261472075,0.19199999999999995,-0.016699361048875632,-0.01553398058252431,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.07510529808212586,-0.06406997084548094,0.05840593703325023,0.04853599026295663,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
A2,CONFIRMED_TRANSITION,D-1,5,PRETRANSITION,PASS_D0_SEPARATED,8,8,8,8,8,7,8,0,0.13184129810975057,0.11596037424325811,0.13184129810975057,0.875,0.18650440634776563,0.15839820556801676,0.02115700303567282,0.011069695301946236,0.0,0.875,0.875,0.0,0.0,0.75,0.0,0.0,-0.05396445877842388,-0.04682795381514254,0.07512146181409671,0.05789764911708878,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
A2,CONFIRMED_TRANSITION,D-1,10,PRETRANSITION,PASS_D0_SEPARATED,8,8,8,8,8,7,8,0,0.1729423931830391,0.1088592046675878,0.1729423931830391,0.875,0.2857613635734357,0.19613405462462064,0.004454593521890621,0.004615935771894675,0.125,1.0,1.0,0.0,0.0,0.75,0.125,0.0,-0.07510529808212586,-0.06406997084548094,0.07955989160401648,0.06868590661737561,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
A2,CONFIRMED_TRANSITION,D0,5,D0_CONTEMPORANEOUS,D0_SEPARATE_NOT_PREDICTIVE,27,27,27,27,17,14,17,0,0.012739541474656094,0.012461059190031154,0.005286007192557034,0.5555555555555556,0.08110398266814452,0.05607476635514019,-0.050239004189012566,-0.055462184873949605,0.5185185185185185,0.6666666666666666,0.5185185185185185,0.25925925925925924,0.07407407407407407,0.18518518518518517,0.5185185185185185,0.0,-0.05396445877842388,-0.04682795381514254,0.0037254545894113145,-0.008634231058807063,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
A2,CONFIRMED_TRANSITION,D0,10,D0_CONTEMPORANEOUS,D0_SEPARATE_NOT_PREDICTIVE,27,27,27,27,17,14,17,0,0.03351586283361617,-0.005649717514124131,0.02751227860865998,0.4444444444444444,0.13305417162058075,0.08906882591093113,-0.06560294020991524,-0.07268170426065157,0.5925925925925926,0.7037037037037037,0.5185185185185185,0.2962962962962963,0.07407407407407407,0.25925925925925924,0.5925925925925926,0.0,-0.07510529808212586,-0.06406997084548094,0.009502357872210626,-0.00861173341517063,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
A2,REFERENCE,ESTABLISHED_MAIN_RISE,5,REFERENCE,REFERENCE_ONLY,355,323,323,205,52,91,0,0,0.046424371992867905,0.02657342657342676,0.038932192497910474,0.5696594427244582,0.1374145638089187,0.10619469026548667,-0.054315561291300586,-0.049079754601227044,0.48606811145510836,0.7430340557275542,0.5872093023255814,0.3168604651162791,0.05232558139534884,0.4069767441860465,0.4738372093023256,0.0,-0.05396445877842388,-0.04682795381514254,,,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
A2,REFERENCE,ESTABLISHED_MAIN_RISE,10,REFERENCE,REFERENCE_ONLY,355,317,317,205,52,91,0,0,0.07010744435623399,0.032863849765258246,0.05929227674181527,0.5772870662460567,0.20266463205738222,0.1598694942903751,-0.08163394248805422,-0.07622504537205088,0.6246056782334385,0.8201892744479495,0.6005917159763313,0.34023668639053256,0.05325443786982249,0.4437869822485207,0.5325443786982249,0.0,-0.07510529808212586,-0.06406997084548094,,,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
A2,REFERENCE,NON_MAIN_RISE_BASELINE,5,REFERENCE,REFERENCE_ONLY,602,575,575,269,66,113,0,0,0.030824145477776177,0.004166666666666652,0.02011175272340817,0.5095652173913043,0.11808296419048143,0.08571428571428563,-0.05588201081741835,-0.04958677685950408,0.4991304347826087,0.6521739130434783,0.534453781512605,0.32100840336134456,0.05042016806722689,0.34789915966386553,0.47394957983193275,0.0,-0.05396445877842388,-0.04682795381514254,,,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
A2,REFERENCE,NON_MAIN_RISE_BASELINE,10,REFERENCE,REFERENCE_ONLY,602,571,571,269,66,113,0,0,0.054157496977112966,0.014367816091954033,0.03994804229955868,0.553415061295972,0.17116020624927153,0.12280701754385959,-0.07486063366797671,-0.06127167630057806,0.5796847635726795,0.7653239929947461,0.5617597292724196,0.34686971235194586,0.05245346869712352,0.4027072758037225,0.5109983079526227,0.0,-0.07510529808212586,-0.06406997084548094,,,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
LEGACY5,CANDIDATE_ONSET,D-3,5,PRETRANSITION,PASS_D0_SEPARATED,4,4,4,4,4,3,4,0,0.04309591680733659,0.03303724808312733,0.04309591680733659,1.0,0.08498799444141697,0.09324735632737029,-0.038932355589480376,-0.03758584732659739,0.5,1.0,,,,,,,-0.05926858954761617,-0.04790877295249198,0.020336233958135795,0.010322925625894597,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
LEGACY5,CANDIDATE_ONSET,D-3,10,PRETRANSITION,PASS_D0_SEPARATED,4,4,4,4,4,3,4,0,0.018580749564805096,0.03144829081448291,0.018580749564805096,0.5,0.0986018558275556,0.09337744232867115,-0.03929731909313001,-0.03831577433389666,0.5,1.0,,,,,,,-0.08561822922813186,-0.0660377358490566,0.04632091013500186,0.027721961515159946,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
LEGACY5,CANDIDATE_ONSET,D-2,5,PRETRANSITION,PASS_D0_SEPARATED,4,4,4,4,4,4,4,0,0.15600956665154345,0.15640614340763687,0.15600956665154345,1.0,0.21753845622180823,0.24457012740380182,-0.003900599251225036,-0.011067168169330899,0.0,1.0,,,,,,,-0.05926858954761617,-0.04790877295249198,0.05536799029639113,0.036841604783161085,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
LEGACY5,CANDIDATE_ONSET,D-2,10,PRETRANSITION,PASS_D0_SEPARATED,4,4,4,4,4,4,4,0,0.1688567152373906,0.1723999323009224,0.1688567152373906,1.0,0.3275422527290216,0.2460861470762461,-0.003900599251225036,-0.011067168169330899,0.0,1.0,,,,,,,-0.08561822922813186,-0.0660377358490566,0.08171762997690683,0.054970567679725704,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
LEGACY5,CANDIDATE_ONSET,D-1,5,PRETRANSITION,PASS_D0_SEPARATED,2,2,2,2,1,1,1,0,-0.02128149911216895,-0.02128149911216895,-0.02128149911216895,0.5,0.08095507952699384,0.08095507952699384,-0.08853753447429068,-0.08853753447429068,0.5,0.5,,,,,,,-0.05926858954761617,-0.04790877295249198,-0.029268944926674506,-0.040628761521798694,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
LEGACY5,CANDIDATE_ONSET,D-1,10,PRETRANSITION,PASS_D0_SEPARATED,2,2,2,2,1,1,1,0,0.11312478748724923,0.11312478748724923,0.11312478748724923,1.0,0.1955192867127583,0.1955192867127583,-0.08853753447429068,-0.08853753447429068,0.5,1.0,,,,,,,-0.08561822922813186,-0.0660377358490566,-0.0029193052461588126,-0.022499798625234074,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
LEGACY5,CANDIDATE_ONSET,D0,5,D0_CONTEMPORANEOUS,D0_SEPARATE_NOT_PREDICTIVE,11,11,11,11,9,7,9,0,-0.007913063944112111,-0.01020408163265306,-0.007913063944112111,0.2727272727272727,0.06982983756128616,0.05263157894736842,-0.059370859104390335,-0.05764411027568922,0.5454545454545454,0.5454545454545454,,,,,,,-0.05926858954761617,-0.04790877295249198,-0.00010226955677416355,-0.009735337323197236,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
LEGACY5,CANDIDATE_ONSET,D0,10,D0_CONTEMPORANEOUS,D0_SEPARATE_NOT_PREDICTIVE,11,11,11,11,9,7,9,0,0.01716091648431178,-0.00796812749003984,0.01716091648431178,0.45454545454545453,0.11157105713178955,0.05976095617529881,-0.08750615404071248,-0.08630952380952381,0.7272727272727273,0.6363636363636364,,,,,,,-0.08561822922813186,-0.0660377358490566,-0.001887924812580613,-0.020271787960467205,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
LEGACY5,CONFIRMED_TRANSITION,D-3,5,PRETRANSITION,PASS_D0_SEPARATED,1,1,1,1,1,1,1,0,0.031591737545565005,0.031591737545565005,0.031591737545565005,1.0,0.08748481166464156,0.08748481166464156,-0.007290400972053463,-0.007290400972053463,0.0,1.0,,,,,,,-0.05926858954761617,-0.04790877295249198,0.05197818857556271,0.04061837198043852,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
LEGACY5,CONFIRMED_TRANSITION,D-3,10,PRETRANSITION,PASS_D0_SEPARATED,1,1,1,1,1,1,1,0,0.06561360874848117,0.06561360874848117,0.06561360874848117,1.0,0.08748481166464156,0.08748481166464156,-0.007290400972053463,-0.007290400972053463,0.0,1.0,,,,,,,-0.08561822922813186,-0.0660377358490566,0.0783278282560784,0.05874733487700314,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
LEGACY5,CONFIRMED_TRANSITION,D-2,5,PRETRANSITION,PASS_D0_SEPARATED,2,2,2,2,2,1,2,0,-0.05131179011358183,-0.05131179011358183,-0.05131179011358183,0.5,0.07088865781474964,0.07088865781474964,-0.1307390817469205,-0.1307390817469205,1.0,1.0,,,,,,,-0.05926858954761617,-0.04790877295249198,-0.07147049219930433,-0.08283030879442851,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
LEGACY5,CONFIRMED_TRANSITION,D-2,10,PRETRANSITION,PASS_D0_SEPARATED,2,2,2,2,2,1,2,0,0.03041513357862742,0.03041513357862742,0.03041513357862742,0.5,0.17051271796512557,0.17051271796512557,-0.1482162853943369,-0.1482162853943369,1.0,1.0,,,,,,,-0.08561822922813186,-0.0660377358490566,-0.06259805616620503,-0.0821785495452803,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
